aih_aprovadas;dias_permanencia;valor_total;obitos;leitos_sus_total;leitos_exist_total;populacao;dias_no_periodo;taxa_ocupacao_pct;media_permanencia;custo_medio_aih;taxa_mortalidade_pct;leitos_sus_por_mil_hab
14645121,0;71979134,0;25771240470,429996;630193,0;358642,0833333333;539353,3333333334;213421037;365;54,986047654097604;4,91488830990198;1759,7150935407087;4,303091794188658;1,6804439167509682
